address,valid_mints,overflow_zec,zero_holder
t1RZuXxwNgrSK2wjKaAA5NpSGm9X3dawtcF,22,0,false
t1TdWJKLMPx8K3pyKwZyaMcyDtW24AGjUUS,21,0,false
t1P6iev8WfifgZvVeAYbYSBTaaRMTHkgw4V,21,0,false
t1fovT3N27HTzFnA3tyogdMX8czaK1RbbRG,21,0,true
t1U6qou55uLD6PNQnGCfyrCByVYQz2PKTgA,21,0,false
t1T954bo5MpnjpjqRi544hNAazMwxUvGpmh,20,0,true
t1YVnHrMUHeZQCZSPzi71YD8xK4xFyWY5vG,20,0,true
t1fYm6PonzmHqgJ1azpAiMMy1WZLiGfZdwT,20,0,false
t1S1drDqXcox83T5JzUquCzvVJUe5KXpds7,20,0,true
t1c3Ko29ZEFPjjtwE5bQs44hkfZMmshqZj2,20,0,true
t1ZQtLr4duNri32v8xRCRXSR3rTiJBxv2Wq,20,0,true
t1JvT6ADSBpYMa35N5p6ZjiYjntU8ABHw4Z,20,0,true
t1QiT4MntJovhDdeCBJXPmhHs94EHiMFHdK,20,0,true
t1h24u2ActyQ127jiK1BFY5SVctCbCZVnaX,20,0,false
t1fYgWxb9m6aZ4j3jFTU52yEG2bTDaJQW5J,20,0,true
t1MAhPX8p3SgGteboXAjb6EJxLcGnTEJn4Y,20,0,true
t1fULU1jLXAHgLeC9LbPiuydcd9w89sbFVr,20,0,true
t1feEeKdUeC8LiQGcZGJjRdeG8HeGncfduW,20,0,true
t1eGoHRHBvKCeBHmZf9xvXfy86njvkJKSSa,20,0,false
t1TuHpqKrNVJpjKj3yaenccEcEnarCcfWGV,20,0,false
t1SqQn7d3FhVj1aDwGFiP6EBxTQjCNGRwFf,20,0,true
t1JHqGANnGVjEtRRJRM9zvauHh6pWgDC9nR,20,0,false
t1f7R81gwbt1vxxsgwUvupZ5KELrFhEmFSV,20,0,false
t1SL65EQXVGABrLSXFDttHePd4TJRVyNEaB,20,0,false
t1e1VoHTrQdQVp37eqRYgWrSQQgkee4T2kt,20,0,false
t1JWm2Rf4kW1s8T8LKTW9ZThaDEXguMorkh,20,0,true
t1bNQuA7jY3fBtJCPZAao8kpKCCwCdKmhxQ,20,0,true
t1RBc5TuTJ5j2rphgoHD2SSUiPRrAzaFAw7,20,0,false
t1UR9nXRnEgaNoQJixoTbYUf3sLXy79CwUT,20,0,true
t1ZbMky2ef4fCzauU2ktafeu1c8ZR8qqkfR,20,0,true
t1J6CF6hXanfe3cpV6SiLKosGyrxWvB4po1,20,0,true
t1geVXYyPYSRLnQ453bU5DmpQGdDjSQuzVx,20,0,false
t1K2Y89EuQQyhA1bCbtAmoHuy3iGzSn1rT8,20,0,true
t1Tdx3jECge1dd9PmzxuaphVJm5HYq2c7wn,20,0,false
t1enPwnvsJbyPMz7f6ydKP5JgrPWvzUtNXu,20,0,true
t1NBKYs1xSm1mZDBjzghB2ai1YWYmEXRKds,20,0,false
t1VXzayZ2WTcGLUK2rRLcTXr5iVJzzFmLUy,20,0,false
t1VdVZ3bA44yrzjPQBvDKH7k27we8GvFpgT,20,0,true
t1eAL55Eh5HVe4heSD8FVmbz57Pf86UdfUF,20,0,false
t1KQN6LRZAaQMy4VeTLSWNMPucd71LToesq,20,0,true
t1XqU4sMJt8FwwMHPtmka8iiniogSyAbwrV,20,0,false
t1Jwd8YieKnnFwQ7fwsSfxSkfrgDuhBHjQh,20,0,true
t1RoxDrmB2QgdvZwEJBtPL7aSSozek7UhNb,20,0,true
t1SenFswYHX6BuZZvxP4ugKXEkZF6DpUpbP,20,0,false
t1JTs8xyoC3STScbtKbKPdSPD3dETcnFb4U,18,0,false
t1ViMk2cVLAF4YF1CPkyw9zW2vqgLLa6pW9,18,0,true
t1K1K3LVuJFtHpw1RX5gye1WT1w3NFfFKUz,17,0,false
t1RsQ4gSyy9B4nZnDCZRgbwHfDLBUmj5uxd,17,0,false
t1dVMN42aHLgQhk4eaQcG8hTiCmc7SDu4MN,16,0,true
t1dQDycZNsKU8MdY9THLHbG3dmFHpnzFBtE,16,0,true
t1Wr85sKQsEEutQn9SMmBF5ygfKZAV7yVTX,16,0,false
t1TeYcUgo3CDmRUDky73ZN2Qe8jrFt2xbat,16,0,false
t1b3Zgxvh3paGwfFNadb6ADLat9LGwdC1Sd,16,0,false
t1czqmkk37uHGFzQKVsQQoEeYPgHoyTcL9B,16,0,true
t1Vf4K61QeSEuLhxpzkjCh3nB3Q1vw6FVX9,15,0,false
t1VAWytxYxgokmQhN76HSMnsnNe5bamzwDx,15,0,false
t1aPDVkkVQvUdf52UWN47xW7vgz2UG1PL4Z,15,0,false
t1eZmAFcocLD3avQj6CLnp9EcYjEEy3BbGn,15,0,false
t1LS3LszPNHSc73SVa1vxDteUWkprR9XwMv,15,0,true
t1VzJ7Y8Xih5ZxrLcECNAr41W62CA8KBNhn,15,0,true
t1M6i22TEVnZTLk5jya4WwHV7FKasKYjP2v,15,0,true
t1g797iUz3HzgkyXZUXJLUKM7A8JUqNDWNV,14,0,false
t1Ps3bgewoF8F651SnfUVM2mjade8NwmSaD,14,0,true
t1TRDpjXTMynESHmGtqurhsCGTKJ8EtGCqG,14,0,true
t1RA5rZWpGV2H197mSZZucZzH3SqDQ7YsSL,13,0,true
t1deGoiyStnkQ62Coq3nvvYh9rWbC8nF2fE,13,0,true
t1MD91oCaAqkbvmNwmxG57j1UBPsACZxJwX,13,0,false
t1NeyeGc8iSkf9j5jpAaaX6f2gvphTcft7S,13,0,true
t1ZiE23hfozqbzTJQ2yU6vGjfELpThLvrCK,12,0,false
t1aHw5LG1yhLS8rt3ChmFHfBQdZeSteiUsG,12,0,false
t1TQMu6MUjKnd7ieKS9WpiKRwSWzDCxkdFC,12,0,false
t1a6nWF5tJdpRzfWHadUw1bRVoYBqBnQUSo,12,0,false
t1PuDHQTSiqkwCGE7gR3yo48B8iHw7s76Ko,12,0,true
t1gQVCzRPetQ5Kd2YaV6oKqsbptwHQsvwGx,12,0,true
t1gdkJyd1nU84k9YtcoiRhNbTuuSd6rYt8M,12,0,false
t1ZpZoCw6BnVU4bEKcg29CoKyno37DMuuck,11,0,false
t1dLzCyHagzpHCZkwt1WPvqsqs5K4vH1bPW,11,0,false
t1KcScSPFPhnMQ2VitEsRCS7viqwaio8Fhj,11,0,false
t1edeaynY2LzdRdYy65r37opKpnKHaoEazY,11,0,true
t1LDPZ7HjrtQ2Ungknph3LF8iHEhLsmEbSV,11,0,false
t1VLqP3zm55bd1LTeCwHWYcEEv4GTKgFhYh,11,0,true
t1dMoL5cxocwNdAh9CYQydL3ntXv3KH4ysD,11,0,false
t1Z4XPpnw9F5kPFQ53mpnaB4TwnUi2SAN2R,11,0,true
t1PyJNBgcguGFCgxwZNYsbkhYVAAPDm811n,10,0,true
t1PHJRW3AnAg5oxdn3RtMnHWeMsHHdhBRFg,10,0,true
t1dgGDv9XNrzGe2JuZMaXeW28j7E217yU3G,10,0,true
t1PhbZxZSN1DrJJeZF6WmSuJgxayY9h5dAz,10,0,false
t1eV2REkp3uN14w593MEobL5hyap6DhSLzj,10,0,true
t1XuGqv2SVc6pYgv3vUkasyeHzoEFVGvR21,10,0,true
t1UfmMoPUGnPNiCGdQ4s86LoCbrwMEEkvgz,10,0,true
t1YRMkDDGVJTc88qc5ADcW31zdMEDM4pfBL,10,0,false
t1dP8yLc9E2V8qUeC7LZqFdNEWTyvDYWFKo,10,0,false
t1UBeZp8P7ftsLLHaJHG5vuLiXPxQq3hXKk,10,0,false
t1Z6WMzRUcNzzeyTaPANyUCBtTqRAopcsxZ,10,0,false
t1XVpPmETSDM4X2noK6GoUbvtC1NeMTB8H2,10,0,true
t1Pk1Uc5Ma3YFs7JWim8pjE8jQiV36B5eds,10,0,false
t1YFgVHdoLZLCWGbXa54mNc4hZjhm9JiteH,10,0,false
t1bB4Co8DzR6CHaxdhTCGddwbEaLRnePEoj,10,0,true
t1P9jPLm6rkWLNnfE4b2RUvFngSqJ38cMRz,10,0,true
t1WuC9sMDUamu6tpHqQkN5Nhkq9JcfWLJzv,10,0,true
t1dSJWjsHFTG2Sum6YqNy3V9YRKcL1dESN8,10,0,true
t1ZqvsUWKCPsaTKEMVFpZHArvUCbz7B9Sq4,10,0,false
t1PpP9PU3EzkzjGU7cCCMx1XsNXxXP3APAs,10,0,true
t1XkJq7Z7dQ1s1ksFUx7qnk9L8A5rTjxaPU,10,0,true
t1ZrxajusSgFSCaXA5mvvE4ukM8ebcfKHhY,10,0,true
t1NEwAQJGkrN6X6FiaXKM2GjJVAQvvTiBGX,10,0,false
t1XyV5g9HfZkEqFFsZA1use1ZoXZ4nQNkPi,10,0,false
t1P5vRsuo2Qdsnk3NpP3sCFrSaYEr2cNxQu,10,0,true
t1MJ5qQbFYXu5QhSmG9Cx1NTpzbQkVZhXKL,10,0,true
t1gwmyqkmSPp78ZvSyrW5jPEL3HMS9xbdAG,10,0,false
t1Po17NLzAQRJc1yved5sjBGkeMKHydQoWi,10,0,false
t1Vu8WaVCG1xE8qHdyoWsmV2S9i63hTj9Sy,10,0,true
t1SRc8MQ11LbDFFGhsinQnBHP5qyopJr13R,10,0,false
t1YuggbneTvrknF83vAZH7ccAXHqBFYNJ3G,10,0,true
t1ahN537hrtEs9QLcbHLQ7RcztkUKQH9nSz,10,0,false
t1VxjD7iYpY58cHGHWfRHMBNijefRKYcBVn,10,0,true
t1fwBoF3r6g5cV93RZfBmEfABiT96VhDTjF,10,0,true
t1S7eADHhQ5juFR1TKZGphgucBYjtJA8EE1,10,0,false
t1d7gUc3DPM6UDKuEeBf5LxBaZbEtNAVXV3,10,0,false
t1a7hvJBRsE6VVorjndLQRAU7kyjzcgQnk5,10,0,true
t1UufoXNydAJnJ5x2JXuMh4QMU2WrFagbNu,10,0,false
t1eEvr87sWn9daCpnnxSRZtW8pDb6K9TS6a,10,0,false
t1PCJiAepLeD7NAJcTi7VXpgjJZhji5m3fG,10,0,true
t1JwcN7BWHWiw2xscGWymBDBpPL57Rpbjjw,10,0,false
t1UrPiaVKof3253qofgNCV8fWP6ZAihLsuA,10,0,true
t1QR45sgPXm8TMDKCpB2NtXbKAcL6MqdoPQ,10,0,false
t1KpwNWxTU8Wf5g5tWDrUqbnH4bi6TohRTN,10,0,false
t1LQcmsvBUYfvfTGsKC8DYCpB5isja9bcsr,10,0,false
t1WSoHYJRazyhjmzFvbXTRBwH1Fo9iYPbqX,10,0,true
t1cZHtfw1tX9Te9LnHsA2TwYsCfydWQub1e,10,0,true
t1KDC4Eo3wd5tiD6pLeDtetLcKL7ngo9ZzE,10,0,false
t1J8AjWq5exf79SYMnxsH3oYTGZRfWbyXhM,10,0,true
t1cRK6LcFeMk8EFFK2P8npv5GFSj3bQRyU6,10,0,false
t1SRDjNsBcMJFF4KWpTPwfs1XusByKjAa9q,10,0,true
t1dLo2HX4E7FS2hXNysWdLtDjzo6a3coyNF,10,0,true
t1gUBFUNUjh7opQ9AX1WoHmPVsuv5p7Hzab,10,0,false
t1aAdSC9hrXqiVncTfKqrEq4yd5bQM9d9NH,10,0,true
t1TbMmF7EbERaVZ99mXvm7gJXvZXht6aVXm,10,0,true
t1XGrAmZT5ZP1cJwno2HZuYp66G3LhoJPn4,10,0,false
t1RSG4Wz6fCzghgDVbN5RXC8BrBp8jCEW5Y,10,0,true
t1PWsn53ukB4e4zbF22eBcxLb7mw548bNJW,10,0,false
t1eQRQ34Pr3zKECPRjvANrxmpdPXT32j8TV,10,0,true
t1WyFTCBVsSpN5cqDDr6X7fJCuxoJQtLgF6,10,0,false
t1NCm6D3Y4b2mGgbDs5aNVzs1CGVzjocH5K,10,0,true
t1WuP8b6WSAeeWjbzsZy5kFnVesSBM8dhDj,10,0,true
t1WjN8r2xkSo3NKrcQoEtbbBrAJ7CgAgQ9n,10,0,true
t1bnBDL7ZUseFkHVHGZFAd5JQ6E3d1Fg3HZ,10,0,true
t1YzDzWTt66sLJe5uBZsZSyPzGxQyG3h3SU,10,0,true
t1ZSSjTHb57NJSYFTkqXwVW1mqUXadyB7k7,10,0,false
t1YxY236MrQFGMa9QqRXJLKhwJGZwqDsizW,10,0,true
t1hD8yo89X2KkePBmTNC4SiGq5uohoqpfjc,10,0,false
t1LZpx1JBakA9JLgU26bFUFmqGKbK9vHHyq,10,0,true
t1c6qqs2u3RKSeZGPfeGav75jUyZp9enxqQ,10,0,true
t1bVr2s2rTinrfnNkda8xzSLtEPj7Da62wA,10,0,true
t1TKmV8x9DdqTapJJHjeZmtTdKnXw2gXYVf,10,0,false
t1UPAkYZsSv9Db74JkatQKz6KnA8yM2T9F7,10,0,true
t1MVYzgH9hLq4md2fTUC92gd2zuYkdDboZC,10,0,false
t1QL6qnm1BzjYTpQ4HXJfLqDVWYeDv3fYu2,10,0,false
t1e2tNnhQF41yXZ1Pab4pVf2KFownbesuhH,10,0,true
t1SPxTuUnzq1e2xUztdSaiDa2AfXjutkyQf,10,0,false
t1YhhkHQqQGTgR7FQa2ce1pCAgQxwT5xwcY,10,0,false
t1X7TikvWA947JEzTPgNdpiKfUQh6ReLXLr,10,0,true
t1PZv23qzT2e4vwM7hcsUSscgUY3hMLcAWP,10,0,true
t1MH8FytskuBKCsBwY9R79Xf6jGnchjYZ4m,10,0,true
t1T6vYUQ11EZ6hmC5CFwwTwo4DXkcq49Wcj,10,0,true
t1QvsgshRmywNYKp5dbFpzEzGcQnnrN9fuJ,10,0,false
t1JM2UCfN494V6GZVpQgmQ7EBc5y6vy216h,10,0,false
t1QLPBfCGqthBy7gTQLCxJeMD3UnmDc17p9,10,0,false
t1WFqvahfQki118grvXx59XpPvBJJo61eMf,9,0,true
t1Sv5YhhEFKGqYXnF6v2dZTeUWR9FtH5oTQ,9,0,true
t1SwyaKumiPj5mBk4U3VWnqyv1zRV8SSCvJ,9,0,true
t1WSpLNGF6KmKA6fX1n2BS7bGy6R1RsBzFf,9,0,false
t1PSNfHK4iLdwruK9t5s955RcSdYPGKZLch,9,0,true
t1XhfQj7mpkskx4ZD7XnHuLQ6G78c8sZ4K5,9,0,false
t1MEXix5XcptNpCRt9xWZWqK14mLMYbK3Np,9,0,true
t1Y7dTDE9rxMXgbXRqLk9VsrAqZtCZP89M1,9,0,false
t1S6Prd1n5xmHMUn1XmRxvPtEviTbQGQNcE,8,0,false
t1Ry1amQJxbasfN4G54vEjjHgfwHqyAu6kQ,8,0,true
t1TM3CAKRhDVY2bDakoQGTkyeA4qED9qDa8,8,0,false
t1RmgWiMgBaeSPA7tyAHHod7JVBoJq4ZBqB,8,0,false
t1Rbb2dc8yTb7CEuwJR3vuSPCmDR5K2epnB,8,0,false
t1PLB3h4C8RV5yVUfvBKSyStiaoSwmV5GwN,8,0,true
t1N2XU9LwtM2Ht86uTpHhHi1uMGPpN6Lfw5,8,0,true
t1ev9BumX5oSiBNkBe22PQNKad7SbNV5Qgo,8,0,true
t1X8Y4rMom1VWJsNdDYCzrX9AphSX9MDo3K,7,0,false
t1d89cAJEhGBVN7yG2TpYWZzrp2MHBxMv7Z,7,0,true
t1YJskWiBRP2R3pFsRvhuxBgeKFiiZAWzh2,7,0,true
t1JPQNqGmx1a3cZrJrg56ZRmZZeEcB6cd9Y,7,0,false
t1Rb9Vxeh5Wp3Jq8s6nviwLn27tew3t2jVW,7,0,true
t1Toh1zcyJHhVo64HJrceDTAq5EXoMsJGQv,6,0,false
t1PZ9X6J8SB26CGNnjbeEnXWnmmthVjRFXY,6,0,true
t1MYCjgLmxd4buwcttLCDwVrUCDei2vwvFS,6,0,false
t1c6h969buR5vXdofgG5gWzbjtNRNfA7tyP,6,0,false
t1K7HPVAzsdKtbiQ6hHx4QDNdVymas1tDf5,6,0,true
t1NM4oSKQEe2QKLtjQghsfc9fGQroet3h6Y,6,0,false
t1S1H6PENpBAenQGs1dqvDyfNtxBJWbY2Jk,6,0,false
t1MNHR68kJ4tsGV2hEevactiT7m5CNxHatk,6,0,true
t1ZMyF5bW92Ud3ow3vyhpHVKDENjBXvy5J1,6,0,false
t1fe6NjgMixPVroDTzJcj2svSoeTy6UU7WF,6,0,false
t1JABw3wW3HJ4Z9LU4mZsagu5YxUpWRsb1U,6,0,false
t1MtaVQ1NPUdpeBkzR8zi77fV6Hdw874cM9,6,0,true
t1UtMsK7WjJzbhvx2Rt3AyCaQ3K4urbiQ9G,6,0,false
t1eZrE2Qbavz8QGHv3n1Eekd1jqPuXMmiT7,6,0,true
t1cH3VFr2s5vN7rYgEvQSyX4B9kWhVyiBz4,6,0,false
t1MfAVdu1HGHnSMY7m7Bf8wzVECoEkDFGCX,6,0,false
t1Wh3f1ENHwACThj9SfVHMGv5haKktsLpNA,6,0,false
t1XuWb1rp4TSa9AS8SHegxVji8JVXj5mXW6,6,0,true
