tokenId,inscriptionAddresses,finalAddress,finalStatus
5765,"t1b4xybydvhinc2qasg9zgtdrqmxqyb6ax7,t1plzelr9uehatsdzm1kb57wz8bnd9p1hdl",t1plzelr9uehatsdzm1kb57wz8bnd9p1hdl,minted
